index,id,terrestrial_date,sol,ls,season,min_temp,max_temp,pressure,wind_speed,atmo_opacity
41,3440,2022-10-13,3621,320,Month 11,-68.0,-10.0,808.0,,Sunny
42,3434,2022-10-12,3620,319,Month 11,-65.0,-12.0,806.0,,Sunny
43,3437,2022-10-11,3619,319,Month 11,-66.0,-9.0,806.0,,Sunny
44,3435,2022-10-10,3618,318,Month 11,-66.0,-10.0,807.0,,Sunny
45,3436,2022-10-09,3617,318,Month 11,-70.0,-10.0,809.0,,Sunny
46,3431,2022-10-08,3616,317,Month 11,-67.0,-10.0,809.0,,Sunny
47,3433,2022-10-07,3615,316,Month 11,-69.0,-12.0,810.0,,Sunny
48,3432,2022-10-06,3614,316,Month 11,-67.0,-14.0,811.0,,Sunny
49,3430,2022-10-05,3613,315,Month 11,-66.0,-9.0,812.0,,Sunny
50,3429,2022-10-04,3612,315,Month 11,-69.0,-11.0,816.0,,Sunny
51,3425,2022-10-03,3611,314,Month 11,-69.0,-15.0,817.0,,Sunny
52,3427,2022-10-02,3610,314,Month 11,-66.0,-14.0,817.0,,Sunny
53,3426,2022-10-01,3609,313,Month 11,-67.0,-9.0,812.0,,Sunny
54,3428,2022-09-30,3608,312,Month 11,-67.0,-11.0,811.0,,Sunny
55,3424,2022-09-29,3607,312,Month 11,-68.0,-7.0,813.0,,Sunny
56,3423,2022-09-28,3606,311,Month 11,-68.0,-7.0,815.0,,Sunny
57,3417,2022-09-27,3605,311,Month 11,-69.0,-6.0,816.0,,Sunny
58,3421,2022-09-26,3604,310,Month 11,-69.0,-3.0,817.0,,Sunny
59,3420,2022-09-25,3603,309,Month 11,-70.0,-7.0,820.0,,Sunny
60,3422,2022-09-24,3602,309,Month 11,-71.0,-6.0,818.0,,Sunny
61,3419,2022-09-23,3601,308,Month 11,-70.0,-5.0,823.0,,Sunny
62,3418,2022-09-22,3600,308,Month 11,-70.0,-4.0,822.0,,Sunny
63,3415,2022-09-21,3599,307,Month 11,-69.0,-8.0,827.0,,Sunny
64,3416,2022-09-20,3598,306,Month 11,-68.0,-4.0,824.0,,Sunny
65,3411,2022-09-18,3597,306,Month 11,-70.0,-6.0,820.0,,Sunny
66,3412,2022-09-17,3596,305,Month 11,-69.0,-3.0,824.0,,Sunny
67,3414,2022-09-16,3595,305,Month 11,-69.0,-1.0,821.0,,Sunny
68,3413,2022-09-15,3594,304,Month 11,-71.0,0.0,826.0,,Sunny
69,3410,2022-09-14,3593,303,Month 11,-69.0,-5.0,828.0,,Sunny
70,3409,2022-09-13,3592,303,Month 11,-69.0,-6.0,829.0,,Sunny
71,3405,2022-09-12,3591,302,Month 11,-69.0,-7.0,826.0,,Sunny
72,3406,2022-09-11,3590,301,Month 11,-69.0,-8.0,826.0,,Sunny
73,3408,2022-09-10,3589,301,Month 11,-57.0,-6.0,809.0,,Sunny
74,3407,2022-09-04,3583,297,Month 10,-70.0,-7.0,831.0,,Sunny
75,3404,2022-09-03,3582,297,Month 10,-69.0,-9.0,833.0,,Sunny
76,3403,2022-09-02,3581,296,Month 10,-73.0,-7.0,833.0,,Sunny
77,3402,2022-09-01,3580,295,Month 10,-69.0,-10.0,838.0,,Sunny
78,3401,2022-08-31,3579,295,Month 10,-71.0,-2.0,836.0,,Sunny
79,3400,2022-08-30,3578,294,Month 10,-69.0,0.0,836.0,,Sunny
80,3399,2022-08-29,3577,293,Month 10,-69.0,2.0,836.0,,Sunny
81,3398,2022-08-26,3574,292,Month 10,-69.0,0.0,838.0,,Sunny
82,3396,2022-08-25,3573,291,Month 10,-68.0,-4.0,839.0,,Sunny
83,3397,2022-08-24,3572,290,Month 10,-69.0,-3.0,840.0,,Sunny
84,3395,2022-08-23,3571,290,Month 10,-70.0,2.0,843.0,,Sunny
85,3392,2022-08-22,3570,289,Month 10,-69.0,-1.0,841.0,,Sunny
86,3391,2022-08-21,3569,288,Month 10,-68.0,1.0,842.0,,Sunny
87,3393,2022-08-20,3568,288,Month 10,-71.0,-4.0,843.0,,Sunny
88,3394,2022-08-19,3567,287,Month 10,-68.0,-2.0,843.0,,Sunny
89,3390,2022-08-18,3566,287,Month 10,-69.0,-15.0,864.0,,Sunny
90,3389,2022-08-17,3565,286,Month 10,-69.0,2.0,847.0,,Sunny
91,3388,2022-08-16,3564,285,Month 10,-70.0,-7.0,851.0,,Sunny
92,3384,2022-08-15,3563,285,Month 10,-69.0,-6.0,851.0,,Sunny
93,3387,2022-08-14,3562,284,Month 10,-70.0,-3.0,850.0,,Sunny
94,3386,2022-08-12,3561,283,Month 10,-69.0,1.0,850.0,,Sunny
95,3385,2022-08-11,3560,283,Month 10,-67.0,-3.0,850.0,,Sunny
96,3382,2022-08-10,3559,282,Month 10,-70.0,0.0,853.0,,Sunny
97,3383,2022-08-09,3558,281,Month 10,-68.0,-2.0,853.0,,Sunny
98,3378,2022-08-08,3557,281,Month 10,-72.0,-7.0,857.0,,Sunny
99,3377,2022-08-07,3556,280,Month 10,-68.0,-7.0,857.0,,Sunny
100,3381,2022-08-06,3555,280,Month 10,-68.0,-3.0,855.0,,Sunny
101,3380,2022-08-05,3554,279,Month 10,-67.0,0.0,856.0,,Sunny
102,3379,2022-08-04,3553,278,Month 10,-69.0,-4.0,855.0,,Sunny
103,3375,2022-08-03,3552,278,Month 10,-69.0,-2.0,861.0,,Sunny
104,3376,2022-08-02,3551,277,Month 10,-68.0,-2.0,862.0,,Sunny
105,3371,2022-08-01,3550,276,Month 10,-67.0,-2.0,863.0,,Sunny
106,3373,2022-07-31,3549,276,Month 10,-68.0,1.0,862.0,,Sunny
107,3374,2022-07-30,3548,275,Month 10,-68.0,-2.0,860.0,,Sunny
108,3370,2022-07-29,3547,274,Month 10,-69.0,1.0,862.0,,Sunny
109,3372,2022-07-28,3546,274,Month 10,-70.0,-1.0,862.0,,Sunny
110,3369,2022-07-27,3545,273,Month 10,-69.0,-1.0,864.0,,Sunny
111,3368,2022-07-26,3544,272,Month 10,-69.0,-4.0,867.0,,Sunny
112,3364,2022-07-25,3543,272,Month 10,-69.0,0.0,866.0,,Sunny
113,3366,2022-07-24,3542,271,Month 10,-68.0,1.0,863.0,,Sunny
114,3365,2022-07-23,3541,271,Month 10,-69.0,-2.0,865.0,,Sunny
115,3367,2022-07-22,3540,270,Month 10,-69.0,-2.0,865.0,,Sunny
116,3363,2022-07-21,3539,269,Month 9,-68.0,-1.0,858.0,,Sunny
117,3362,2022-07-20,3538,269,Month 9,-69.0,-3.0,865.0,,Sunny
118,3361,2022-07-19,3537,268,Month 9,-68.0,-1.0,867.0,,Sunny
119,3356,2022-07-18,3536,267,Month 9,-68.0,-4.0,868.0,,Sunny
120,3360,2022-07-17,3535,267,Month 9,-68.0,0.0,867.0,,Sunny
121,3359,2022-07-16,3534,266,Month 9,-68.0,1.0,868.0,,Sunny
122,3358,2022-07-15,3533,265,Month 9,-68.0,-3.0,870.0,,Sunny
123,3357,2022-07-14,3532,265,Month 9,-68.0,-1.0,868.0,,Sunny
124,3355,2022-07-13,3531,264,Month 9,-67.0,0.0,871.0,,Sunny
125,3351,2022-07-12,3530,263,Month 9,-68.0,-2.0,871.0,,Sunny
126,3353,2022-07-11,3529,263,Month 9,-69.0,-9.0,871.0,,Sunny
127,3349,2022-07-10,3528,262,Month 9,-68.0,-11.0,874.0,,Sunny
128,3352,2022-07-09,3527,261,Month 9,-70.0,-9.0,875.0,,Sunny
129,3350,2022-07-08,3526,261,Month 9,-68.0,-14.0,876.0,,Sunny
130,3354,2022-07-06,3525,260,Month 9,-70.0,-10.0,873.0,,Sunny
131,3348,2022-07-05,3524,260,Month 9,-68.0,-9.0,875.0,,Sunny
132,3347,2022-07-04,3523,259,Month 9,-67.0,-10.0,874.0,,Sunny
133,3345,2022-07-03,3522,258,Month 9,-67.0,-10.0,870.0,,Sunny
134,3344,2022-07-02,3521,258,Month 9,-69.0,-14.0,882.0,,Sunny
135,3341,2022-07-01,3520,257,Month 9,-72.0,-11.0,875.0,,Sunny
136,3346,2022-06-30,3519,256,Month 9,-68.0,-15.0,876.0,,Sunny
137,3342,2022-06-29,3518,256,Month 9,-67.0,-12.0,872.0,,Sunny
138,3343,2022-06-28,3517,255,Month 9,-70.0,-12.0,875.0,,Sunny
139,3338,2022-06-27,3516,254,Month 9,-66.0,-8.0,875.0,,Sunny
140,3336,2022-06-26,3515,254,Month 9,-66.0,-10.0,874.0,,Sunny
141,3339,2022-06-25,3514,253,Month 9,-66.0,-10.0,874.0,,Sunny
142,3340,2022-06-24,3513,252,Month 9,-68.0,-10.0,872.0,,Sunny
143,3337,2022-06-23,3512,252,Month 9,-67.0,-7.0,874.0,,Sunny
144,3335,2022-06-22,3511,251,Month 9,-65.0,-6.0,873.0,,Sunny
145,3334,2022-06-21,3510,250,Month 9,-67.0,-12.0,877.0,,Sunny
146,3333,2022-06-20,3509,250,Month 9,-67.0,-12.0,879.0,,Sunny
147,3329,2022-06-19,3508,249,Month 9,-67.0,-2.0,878.0,,Sunny
148,3331,2022-06-18,3507,248,Month 9,-66.0,-2.0,878.0,,Sunny
149,3330,2022-06-17,3506,248,Month 9,-68.0,0.0,875.0,,Sunny
150,3332,2022-06-16,3505,247,Month 9,-66.0,-2.0,876.0,,Sunny
151,3327,2022-06-15,3504,246,Month 9,-74.0,1.0,874.0,,Sunny
152,3328,2022-06-14,3503,246,Month 9,-57.0,-3.0,857.0,,Sunny
153,3325,2022-06-07,3496,241,Month 9,-60.0,-52.0,887.0,,Sunny
154,3326,2022-06-06,3495,241,Month 9,-65.0,4.0,866.0,,Sunny
155,3322,2022-06-05,3494,240,Month 9,-66.0,-4.0,866.0,,Sunny
156,3321,2022-06-04,3493,239,Month 8,-66.0,-4.0,865.0,,Sunny
157,3324,2022-06-03,3492,239,Month 8,-69.0,0.0,866.0,,Sunny
158,3323,2022-06-02,3491,238,Month 8,-67.0,-7.0,865.0,,Sunny
159,3319,2022-06-01,3490,237,Month 8,-69.0,-2.0,863.0,,Sunny
160,3320,2022-05-31,3489,237,Month 8,-65.0,0.0,861.0,,Sunny
161,3318,2022-05-29,3488,236,Month 8,-67.0,0.0,860.0,,Sunny
162,3316,2022-05-28,3487,235,Month 8,-63.0,-4.0,859.0,,Sunny
163,3315,2022-05-27,3486,235,Month 8,-66.0,-5.0,857.0,,Sunny
164,3317,2022-05-26,3485,234,Month 8,-66.0,-2.0,859.0,,Sunny
165,3314,2022-05-25,3484,233,Month 8,-72.0,1.0,857.0,,Sunny
166,3313,2022-05-24,3483,233,Month 8,-66.0,3.0,855.0,,Sunny
167,3312,2022-05-23,3482,232,Month 8,-66.0,1.0,855.0,,Sunny
168,3310,2022-05-22,3481,232,Month 8,-66.0,-2.0,853.0,,Sunny
169,3308,2022-05-21,3480,231,Month 8,-65.0,1.0,851.0,,Sunny
170,3311,2022-05-20,3479,230,Month 8,-66.0,3.0,851.0,,Sunny
171,3309,2022-05-19,3478,230,Month 8,-66.0,-2.0,847.0,,Sunny
172,3306,2022-05-18,3477,229,Month 8,-64.0,1.0,845.0,,Sunny
173,3307,2022-05-17,3476,228,Month 8,-65.0,0.0,844.0,,Sunny
174,3301,2022-05-16,3475,228,Month 8,-66.0,1.0,845.0,,Sunny
175,3305,2022-05-15,3474,227,Month 8,-65.0,-1.0,843.0,,Sunny
176,3304,2022-05-14,3473,226,Month 8,-69.0,2.0,842.0,,Sunny
177,3302,2022-05-13,3472,226,Month 8,-65.0,1.0,841.0,,Sunny
178,3303,2022-05-12,3471,225,Month 8,-64.0,6.0,839.0,,Sunny
179,3300,2022-05-11,3470,224,Month 8,-67.0,2.0,839.0,,Sunny
180,3295,2022-05-10,3469,224,Month 8,-65.0,1.0,838.0,,Sunny
181,3294,2022-05-09,3468,223,Month 8,-71.0,1.0,834.0,,Sunny
182,3299,2022-05-08,3467,223,Month 8,-67.0,4.0,833.0,,Sunny
183,3298,2022-05-07,3466,222,Month 8,-67.0,5.0,829.0,,Sunny
184,3296,2022-05-06,3465,221,Month 8,-66.0,7.0,830.0,,Sunny
185,3297,2022-05-05,3464,221,Month 8,-70.0,7.0,826.0,,Sunny
186,3293,2022-05-04,3463,220,Month 8,-68.0,4.0,825.0,,Sunny
187,3291,2022-05-03,3462,219,Month 8,-69.0,6.0,822.0,,Sunny
188,3290,2022-05-02,3461,219,Month 8,-71.0,6.0,822.0,,Sunny
189,3287,2022-05-01,3460,218,Month 8,-68.0,1.0,822.0,,Sunny
190,3289,2022-04-30,3459,217,Month 8,-69.0,4.0,820.0,,Sunny
191,3288,2022-04-29,3458,217,Month 8,-68.0,5.0,826.0,,Sunny
192,3292,2022-04-28,3457,216,Month 8,-68.0,1.0,816.0,,Sunny
193,3285,2022-04-27,3456,216,Month 8,-67.0,4.0,814.0,,Sunny
194,3286,2022-04-26,3455,215,Month 8,-72.0,6.0,810.0,,Sunny
195,3282,2022-04-25,3454,214,Month 8,-68.0,6.0,807.0,,Sunny
196,3281,2022-04-24,3453,214,Month 8,-67.0,7.0,805.0,,Sunny
197,3284,2022-04-22,3452,213,Month 8,-67.0,8.0,805.0,,Sunny
198,3283,2022-04-21,3451,212,Month 8,-67.0,7.0,805.0,,Sunny
199,3280,2022-04-20,3450,212,Month 8,-67.0,3.0,803.0,,Sunny
200,3279,2022-04-19,3449,211,Month 8,-67.0,-4.0,804.0,,Sunny
201,3278,2022-04-18,3448,211,Month 8,-69.0,1.0,800.0,,Sunny
202,3273,2022-04-17,3447,210,Month 8,-65.0,2.0,793.0,,Sunny
203,3277,2022-04-16,3446,209,Month 7,-69.0,5.0,795.0,,Sunny
204,3276,2022-04-15,3445,209,Month 7,-70.0,-2.0,795.0,,Sunny
205,3274,2022-04-14,3444,208,Month 7,-67.0,1.0,794.0,,Sunny
206,3275,2022-04-13,3443,207,Month 7,-68.0,2.0,792.0,,Sunny
207,3272,2022-04-12,3442,207,Month 7,-67.0,2.0,791.0,,Sunny
208,3267,2022-04-11,3441,206,Month 7,-67.0,-31.0,797.0,,Sunny
209,3268,2022-04-10,3440,206,Month 7,-68.0,5.0,785.0,,Sunny
210,3271,2022-04-09,3439,205,Month 7,-67.0,2.0,785.0,,Sunny
211,3270,2022-04-08,3438,204,Month 7,-68.0,2.0,784.0,,Sunny
212,3269,2022-04-07,3437,204,Month 7,-68.0,2.0,783.0,,Sunny
213,3266,2022-04-06,3436,203,Month 7,-71.0,2.0,780.0,,Sunny
214,3265,2022-04-05,3435,202,Month 7,-66.0,-1.0,778.0,,Sunny
215,3261,2022-04-04,3434,202,Month 7,-67.0,2.0,776.0,,Sunny
216,3260,2022-04-03,3433,201,Month 7,-73.0,1.0,775.0,,Sunny
217,3263,2022-04-02,3432,201,Month 7,-67.0,0.0,773.0,,Sunny
218,3264,2022-04-01,3431,200,Month 7,-67.0,-1.0,773.0,,Sunny
219,3262,2022-03-31,3430,199,Month 7,-67.0,2.0,769.0,,Sunny
220,3258,2022-03-30,3429,199,Month 7,-67.0,2.0,768.0,,Sunny
221,3259,2022-03-29,3428,198,Month 7,-67.0,2.0,765.0,,Sunny
222,3257,2022-03-28,3427,198,Month 7,-69.0,1.0,763.0,,Sunny
223,3254,2022-03-27,3426,197,Month 7,-69.0,2.0,763.0,,Sunny
224,3255,2022-03-26,3425,196,Month 7,-66.0,2.0,762.0,,Sunny
225,3256,2022-03-25,3424,196,Month 7,-68.0,1.0,762.0,,Sunny
226,3251,2022-03-24,3423,195,Month 7,-68.0,-5.0,760.0,,Sunny
227,3252,2022-03-23,3422,195,Month 7,-68.0,1.0,757.0,,Sunny
228,3253,2022-03-22,3421,194,Month 7,-68.0,-3.0,756.0,,Sunny
229,3247,2022-03-21,3420,193,Month 7,-68.0,-1.0,756.0,,Sunny
230,3249,2022-03-20,3419,193,Month 7,-68.0,1.0,754.0,,Sunny
231,3246,2022-03-19,3418,192,Month 7,-69.0,0.0,753.0,,Sunny
232,3250,2022-03-18,3417,192,Month 7,-68.0,1.0,751.0,,Sunny
233,3248,2022-03-17,3416,191,Month 7,-67.0,0.0,749.0,,Sunny
234,3245,2022-03-15,3415,190,Month 7,-69.0,-2.0,748.0,,Sunny
235,3241,2022-03-14,3414,190,Month 7,-70.0,-6.0,747.0,,Sunny
236,3240,2022-03-13,3413,189,Month 7,-66.0,-6.0,747.0,,Sunny
237,3244,2022-03-12,3412,189,Month 7,-65.0,-12.0,745.0,,Sunny
238,3242,2022-03-11,3411,188,Month 7,-66.0,-8.0,743.0,,Sunny
239,3243,2022-03-10,3410,187,Month 7,-67.0,-11.0,742.0,,Sunny
240,3237,2022-03-09,3409,187,Month 7,-64.0,-12.0,739.0,,Sunny
241,3234,2022-03-08,3408,186,Month 7,-69.0,-10.0,740.0,,Sunny
242,3233,2022-03-07,3407,186,Month 7,-73.0,-12.0,740.0,,Sunny
243,3238,2022-03-06,3406,185,Month 7,-69.0,-12.0,738.0,,Sunny
244,3235,2022-03-05,3405,184,Month 7,-69.0,-10.0,737.0,,Sunny
245,3239,2022-03-04,3404,184,Month 7,-68.0,-9.0,735.0,,Sunny
246,3236,2022-03-03,3403,183,Month 7,-69.0,-8.0,733.0,,Sunny
247,3231,2022-03-02,3402,183,Month 7,-74.0,-12.0,735.0,,Sunny
248,3227,2022-03-01,3401,182,Month 7,-71.0,-11.0,733.0,,Sunny
249,3232,2022-02-28,3400,181,Month 7,-68.0,-12.0,732.0,,Sunny
250,3226,2022-02-27,3399,181,Month 7,-69.0,-9.0,731.0,,Sunny
251,3229,2022-02-26,3398,180,Month 7,-69.0,-7.0,729.0,,Sunny
252,3228,2022-02-25,3397,180,Month 7,-69.0,-8.0,728.0,,Sunny
253,3230,2022-02-24,3396,179,Month 6,-70.0,-6.0,729.0,,Sunny
254,3219,2022-02-23,3395,179,Month 6,-69.0,-8.0,727.0,,Sunny
255,3223,2022-02-22,3394,178,Month 6,-70.0,-4.0,726.0,,Sunny
256,3224,2022-02-21,3393,177,Month 6,-69.0,-7.0,725.0,,Sunny
257,3221,2022-02-20,3392,177,Month 6,-69.0,-4.0,723.0,,Sunny
258,3220,2022-02-19,3391,176,Month 6,-72.0,-6.0,722.0,,Sunny
259,3222,2022-02-18,3390,176,Month 6,-68.0,-5.0,722.0,,Sunny
260,3225,2022-02-17,3389,175,Month 6,-69.0,-9.0,722.0,,Sunny
261,3217,2022-02-16,3388,175,Month 6,-69.0,-10.0,721.0,,Sunny
262,3216,2022-02-15,3387,174,Month 6,-69.0,-7.0,719.0,,Sunny
263,3213,2022-02-14,3386,173,Month 6,-70.0,-8.0,717.0,,Sunny
264,3215,2022-02-13,3385,173,Month 6,-69.0,-6.0,718.0,,Sunny
265,3214,2022-02-12,3384,172,Month 6,-69.0,-8.0,718.0,,Sunny
266,3212,2022-02-11,3383,172,Month 6,-70.0,-8.0,717.0,,Sunny
267,3218,2022-02-10,3382,171,Month 6,-71.0,-11.0,717.0,,Sunny
268,3210,2022-02-09,3381,171,Month 6,-72.0,1.0,715.0,,Sunny
269,3206,2022-02-08,3380,170,Month 6,-72.0,1.0,714.0,,Sunny
270,3209,2022-02-06,3379,169,Month 6,-71.0,2.0,714.0,,Sunny
271,3207,2022-02-05,3378,169,Month 6,-71.0,-10.0,720.0,,Sunny
272,3211,2022-02-04,3377,168,Month 6,-72.0,-1.0,713.0,,Sunny
273,3208,2022-02-03,3376,168,Month 6,-72.0,-6.0,713.0,,Sunny
274,3205,2022-02-02,3375,167,Month 6,-72.0,0.0,713.0,,Sunny
275,3204,2022-02-01,3374,167,Month 6,-71.0,0.0,710.0,,Sunny
276,3200,2022-01-31,3373,166,Month 6,-71.0,-2.0,710.0,,Sunny
277,3203,2022-01-30,3372,166,Month 6,-72.0,-2.0,710.0,,Sunny
278,3202,2022-01-29,3371,165,Month 6,-72.0,-8.0,711.0,,Sunny
279,3201,2022-01-28,3370,164,Month 6,-71.0,-5.0,710.0,,Sunny
280,3199,2022-01-27,3369,164,Month 6,-72.0,-6.0,710.0,,Sunny
281,3193,2022-01-26,3368,163,Month 6,-71.0,-3.0,707.0,,Sunny
282,3192,2022-01-25,3367,163,Month 6,-72.0,-3.0,707.0,,Sunny
283,3197,2022-01-24,3366,162,Month 6,-70.0,-4.0,708.0,,Sunny
284,3195,2022-01-23,3365,162,Month 6,-70.0,-6.0,707.0,,Sunny
285,3194,2022-01-22,3364,161,Month 6,-71.0,-7.0,708.0,,Sunny
286,3196,2022-01-21,3363,161,Month 6,-71.0,-8.0,707.0,,Sunny
287,3198,2022-01-20,3362,160,Month 6,-72.0,-4.0,706.0,,Sunny
288,3187,2022-01-19,3361,160,Month 6,-70.0,-6.0,705.0,,Sunny
289,3188,2022-01-18,3360,159,Month 6,-71.0,-6.0,707.0,,Sunny
290,3185,2022-01-17,3359,158,Month 6,-71.0,-9.0,708.0,,Sunny
291,3186,2022-01-16,3358,158,Month 6,-71.0,-6.0,706.0,,Sunny
292,3191,2022-01-15,3357,157,Month 6,-71.0,-7.0,706.0,,Sunny
293,3190,2022-01-14,3356,157,Month 6,-69.0,-6.0,706.0,,Sunny
294,3189,2022-01-13,3355,156,Month 6,-70.0,-5.0,706.0,,Sunny
295,3183,2022-01-11,3353,155,Month 6,-69.0,-14.0,705.0,,Sunny
296,3184,2022-01-10,3352,155,Month 6,-70.0,-16.0,706.0,,Sunny
297,3177,2022-01-09,3351,154,Month 6,-71.0,-16.0,703.0,,Sunny
298,3176,2022-01-08,3350,154,Month 6,-72.0,-20.0,703.0,,Sunny
299,3179,2022-01-07,3349,153,Month 6,-72.0,-12.0,702.0,,Sunny
300,3180,2022-01-06,3348,153,Month 6,-72.0,-12.0,703.0,,Sunny
301,3178,2022-01-05,3347,152,Month 6,-72.0,-7.0,705.0,,Sunny
302,3182,2022-01-04,3346,151,Month 6,-72.0,-12.0,706.0,,Sunny
303,3181,2022-01-03,3345,151,Month 6,-73.0,-6.0,703.0,,Sunny
304,3174,2021-12-20,3332,144,Month 5,-73.0,-6.0,703.0,,Sunny
305,3173,2021-12-19,3331,144,Month 5,-73.0,-5.0,705.0,,Sunny
306,3175,2021-12-18,3330,143,Month 5,-74.0,-15.0,707.0,,Sunny
307,3171,2021-12-17,3329,143,Month 5,-76.0,-13.0,708.0,,Sunny
308,3172,2021-12-16,3328,142,Month 5,-76.0,-15.0,707.0,,Sunny
309,3170,2021-12-15,3327,142,Month 5,-75.0,-7.0,708.0,,Sunny
310,3164,2021-12-14,3326,141,Month 5,-70.0,-11.0,708.0,,Sunny
311,3165,2021-12-13,3325,141,Month 5,-98.0,-20.0,709.0,,Sunny
312,3166,2021-12-12,3324,140,Month 5,-73.0,-21.0,711.0,,Sunny
313,3168,2021-12-11,3323,140,Month 5,-74.0,-23.0,713.0,,Sunny
314,3167,2021-12-10,3322,139,Month 5,-76.0,-12.0,713.0,,Sunny
315,3169,2021-12-09,3321,139,Month 5,-77.0,-7.0,713.0,,Sunny
316,3160,2021-12-08,3320,138,Month 5,-75.0,-3.0,713.0,,Sunny
317,3158,2021-12-07,3319,137,Month 5,-77.0,-3.0,714.0,,Sunny
318,3157,2021-12-06,3318,137,Month 5,-75.0,-10.0,716.0,,Sunny
319,3161,2021-12-05,3317,136,Month 5,-74.0,-17.0,718.0,,Sunny
320,3163,2021-12-04,3316,136,Month 5,-74.0,-18.0,717.0,,Sunny
321,3159,2021-12-03,3315,135,Month 5,-75.0,-15.0,717.0,,Sunny
322,3162,2021-12-02,3314,135,Month 5,-75.0,-11.0,718.0,,Sunny
323,3154,2021-12-01,3313,134,Month 5,-73.0,-13.0,719.0,,Sunny
324,3156,2021-11-30,3312,134,Month 5,-76.0,-14.0,719.0,,Sunny
325,3153,2021-11-29,3311,133,Month 5,-76.0,-10.0,720.0,,Sunny
326,3150,2021-11-28,3310,133,Month 5,-76.0,-11.0,720.0,,Sunny
327,3152,2021-11-27,3309,132,Month 5,-75.0,-9.0,721.0,,Sunny
328,3151,2021-11-26,3308,132,Month 5,-76.0,-9.0,722.0,,Sunny
329,3155,2021-11-25,3307,131,Month 5,-66.0,-7.0,709.0,,Sunny
330,3149,2021-11-22,3305,130,Month 5,-76.0,-12.0,724.0,,Sunny
331,3148,2021-11-21,3304,130,Month 5,-77.0,-13.0,725.0,,Sunny
332,3146,2021-11-20,3303,129,Month 5,-77.0,-11.0,725.0,,Sunny
